country,doc_id,document_url,downloaded_at,evaluation_type,executive_summary,file_path,implementing_partners,language,page_count,publication_year,region,sdg_tags,source,thematic_area,title
Nigeria,UNDP-EVAL-20240268,https://erc.undp.org/api/documents/268/pdf,2025-11-19T15:45:45.211767,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 268 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2016/undp_eval_20240268_Evaluation_268__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,68,2016,Africa,SDG14|SDG2|SDG7,UNDP ERC,Environment,Evaluation 268: Climate & Resilience Project - Year 2016
Ghana,UNDP-EVAL-20240269,https://erc.undp.org/api/documents/269/pdf,2025-11-19T15:45:45.223567,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 269 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2015/undp_eval_20240269_Evaluation_269__Climate___Resi.pdf,UNDP|Government Agency,en,69,2015,Africa,SDG15|SDG3|SDG8,UNDP ERC,Economic Development,Evaluation 269: Climate & Resilience Project - Year 2015
Senegal,UNDP-EVAL-20240270,https://erc.undp.org/api/documents/270/pdf,2025-11-19T15:45:45.234355,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 270 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2024/undp_eval_20240270_Evaluation_270__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,70,2024,Africa,SDG16|SDG4|SDG9,UNDP ERC,Climate Action,Evaluation 270: Climate & Resilience Project - Year 2024
Bangladesh,UNDP-EVAL-20240271,https://erc.undp.org/api/documents/271/pdf,2025-11-19T15:45:45.246198,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 271 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2023/undp_eval_20240271_Evaluation_271__Climate___Resi.pdf,UNDP|Government Agency,en,71,2023,Asia,SDG17|SDG5|SDG10,UNDP ERC,Governance,Evaluation 271: Climate & Resilience Project - Year 2023
India,UNDP-EVAL-20240272,https://erc.undp.org/api/documents/272/pdf,2025-11-19T15:45:45.256978,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 272 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2022/undp_eval_20240272_Evaluation_272__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,72,2022,Asia,SDG1|SDG6|SDG11,UNDP ERC,Gender Equality,Evaluation 272: Climate & Resilience Project - Year 2022
Vietnam,UNDP-EVAL-20240273,https://erc.undp.org/api/documents/273/pdf,2025-11-19T15:45:45.268863,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 273 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2021/undp_eval_20240273_Evaluation_273__Climate___Resi.pdf,UNDP|Government Agency,en,73,2021,Asia,SDG2|SDG7|SDG12,UNDP ERC,Resilience,Evaluation 273: Climate & Resilience Project - Year 2021
Brazil,UNDP-EVAL-20240274,https://erc.undp.org/api/documents/274/pdf,2025-11-19T15:45:45.280651,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 274 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Americas/2020/undp_eval_20240274_Evaluation_274__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,74,2020,Americas,SDG3|SDG8|SDG13,UNDP ERC,Environment,Evaluation 274: Climate & Resilience Project - Year 2020
Colombia,UNDP-EVAL-20240275,https://erc.undp.org/api/documents/275/pdf,2025-11-19T15:45:45.291450,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 275 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Americas/2019/undp_eval_20240275_Evaluation_275__Climate___Resi.pdf,UNDP|Government Agency,en,75,2019,Americas,SDG4|SDG9|SDG14,UNDP ERC,Economic Development,Evaluation 275: Climate & Resilience Project - Year 2019
Kenya,UNDP-EVAL-20240276,https://erc.undp.org/api/documents/276/pdf,2025-11-19T15:45:45.303290,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 276 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2018/undp_eval_20240276_Evaluation_276__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,76,2018,Africa,SDG5|SDG10|SDG15,UNDP ERC,Climate Action,Evaluation 276: Climate & Resilience Project - Year 2018
Tanzania,UNDP-EVAL-20240277,https://erc.undp.org/api/documents/277/pdf,2025-11-19T15:45:45.314134,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 277 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2017/undp_eval_20240277_Evaluation_277__Climate___Resi.pdf,UNDP|Government Agency,en,77,2017,Africa,SDG6|SDG11|SDG16,UNDP ERC,Governance,Evaluation 277: Climate & Resilience Project - Year 2017
Uganda,UNDP-EVAL-20240278,https://erc.undp.org/api/documents/278/pdf,2025-11-19T15:45:45.325848,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 278 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2016/undp_eval_20240278_Evaluation_278__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,78,2016,Africa,SDG7|SDG12|SDG17,UNDP ERC,Gender Equality,Evaluation 278: Climate & Resilience Project - Year 2016
Ethiopia,UNDP-EVAL-20240279,https://erc.undp.org/api/documents/279/pdf,2025-11-19T15:45:45.336805,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 279 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2015/undp_eval_20240279_Evaluation_279__Climate___Resi.pdf,UNDP|Government Agency,en,79,2015,Africa,SDG8|SDG13|SDG1,UNDP ERC,Resilience,Evaluation 279: Climate & Resilience Project - Year 2015
Nigeria,UNDP-EVAL-20240280,https://erc.undp.org/api/documents/280/pdf,2025-11-19T15:45:45.348422,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 280 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2024/undp_eval_20240280_Evaluation_280__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,80,2024,Africa,SDG9|SDG14|SDG2,UNDP ERC,Environment,Evaluation 280: Climate & Resilience Project - Year 2024
Ghana,UNDP-EVAL-20240281,https://erc.undp.org/api/documents/281/pdf,2025-11-19T15:45:45.359296,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 281 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2023/undp_eval_20240281_Evaluation_281__Climate___Resi.pdf,UNDP|Government Agency,en,81,2023,Africa,SDG10|SDG15|SDG3,UNDP ERC,Economic Development,Evaluation 281: Climate & Resilience Project - Year 2023
Senegal,UNDP-EVAL-20240282,https://erc.undp.org/api/documents/282/pdf,2025-11-19T15:45:45.370039,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 282 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2022/undp_eval_20240282_Evaluation_282__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,82,2022,Africa,SDG11|SDG16|SDG4,UNDP ERC,Climate Action,Evaluation 282: Climate & Resilience Project - Year 2022
Bangladesh,UNDP-EVAL-20240283,https://erc.undp.org/api/documents/283/pdf,2025-11-19T15:45:45.381002,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 283 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2021/undp_eval_20240283_Evaluation_283__Climate___Resi.pdf,UNDP|Government Agency,en,83,2021,Asia,SDG12|SDG17|SDG5,UNDP ERC,Governance,Evaluation 283: Climate & Resilience Project - Year 2021
India,UNDP-EVAL-20240284,https://erc.undp.org/api/documents/284/pdf,2025-11-19T15:45:45.391855,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 284 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2020/undp_eval_20240284_Evaluation_284__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,84,2020,Asia,SDG13|SDG1|SDG6,UNDP ERC,Gender Equality,Evaluation 284: Climate & Resilience Project - Year 2020
Vietnam,UNDP-EVAL-20240285,https://erc.undp.org/api/documents/285/pdf,2025-11-19T15:45:45.403969,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 285 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2019/undp_eval_20240285_Evaluation_285__Climate___Resi.pdf,UNDP|Government Agency,en,85,2019,Asia,SDG14|SDG2|SDG7,UNDP ERC,Resilience,Evaluation 285: Climate & Resilience Project - Year 2019
Brazil,UNDP-EVAL-20240286,https://erc.undp.org/api/documents/286/pdf,2025-11-19T15:45:45.415714,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 286 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Americas/2018/undp_eval_20240286_Evaluation_286__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,86,2018,Americas,SDG15|SDG3|SDG8,UNDP ERC,Environment,Evaluation 286: Climate & Resilience Project - Year 2018
Colombia,UNDP-EVAL-20240287,https://erc.undp.org/api/documents/287/pdf,2025-11-19T15:45:45.427317,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 287 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Americas/2017/undp_eval_20240287_Evaluation_287__Climate___Resi.pdf,UNDP|Government Agency,en,87,2017,Americas,SDG16|SDG4|SDG9,UNDP ERC,Economic Development,Evaluation 287: Climate & Resilience Project - Year 2017
Kenya,UNDP-EVAL-20240288,https://erc.undp.org/api/documents/288/pdf,2025-11-19T15:45:45.439214,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 288 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2016/undp_eval_20240288_Evaluation_288__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,88,2016,Africa,SDG17|SDG5|SDG10,UNDP ERC,Climate Action,Evaluation 288: Climate & Resilience Project - Year 2016
Tanzania,UNDP-EVAL-20240289,https://erc.undp.org/api/documents/289/pdf,2025-11-19T15:45:45.450417,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 289 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2015/undp_eval_20240289_Evaluation_289__Climate___Resi.pdf,UNDP|Government Agency,en,89,2015,Africa,SDG1|SDG6|SDG11,UNDP ERC,Governance,Evaluation 289: Climate & Resilience Project - Year 2015
Uganda,UNDP-EVAL-20240290,https://erc.undp.org/api/documents/290/pdf,2025-11-19T15:45:45.462217,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 290 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2024/undp_eval_20240290_Evaluation_290__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,90,2024,Africa,SDG2|SDG7|SDG12,UNDP ERC,Gender Equality,Evaluation 290: Climate & Resilience Project - Year 2024
Ethiopia,UNDP-EVAL-20240291,https://erc.undp.org/api/documents/291/pdf,2025-11-19T15:45:45.473845,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 291 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2023/undp_eval_20240291_Evaluation_291__Climate___Resi.pdf,UNDP|Government Agency,en,91,2023,Africa,SDG3|SDG8|SDG13,UNDP ERC,Resilience,Evaluation 291: Climate & Resilience Project - Year 2023
Nigeria,UNDP-EVAL-20240292,https://erc.undp.org/api/documents/292/pdf,2025-11-19T15:45:45.485867,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 292 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2022/undp_eval_20240292_Evaluation_292__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,92,2022,Africa,SDG4|SDG9|SDG14,UNDP ERC,Environment,Evaluation 292: Climate & Resilience Project - Year 2022
Ghana,UNDP-EVAL-20240293,https://erc.undp.org/api/documents/293/pdf,2025-11-19T15:45:45.497498,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 293 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2021/undp_eval_20240293_Evaluation_293__Climate___Resi.pdf,UNDP|Government Agency,en,93,2021,Africa,SDG5|SDG10|SDG15,UNDP ERC,Economic Development,Evaluation 293: Climate & Resilience Project - Year 2021
Senegal,UNDP-EVAL-20240294,https://erc.undp.org/api/documents/294/pdf,2025-11-19T15:45:45.509600,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 294 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2020/undp_eval_20240294_Evaluation_294__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,94,2020,Africa,SDG6|SDG11|SDG16,UNDP ERC,Climate Action,Evaluation 294: Climate & Resilience Project - Year 2020
Bangladesh,UNDP-EVAL-20240295,https://erc.undp.org/api/documents/295/pdf,2025-11-19T15:45:45.521290,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 295 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2019/undp_eval_20240295_Evaluation_295__Climate___Resi.pdf,UNDP|Government Agency,en,95,2019,Asia,SDG7|SDG12|SDG17,UNDP ERC,Governance,Evaluation 295: Climate & Resilience Project - Year 2019
India,UNDP-EVAL-20240296,https://erc.undp.org/api/documents/296/pdf,2025-11-19T15:45:45.533248,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 296 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2018/undp_eval_20240296_Evaluation_296__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,96,2018,Asia,SDG8|SDG13|SDG1,UNDP ERC,Gender Equality,Evaluation 296: Climate & Resilience Project - Year 2018
Vietnam,UNDP-EVAL-20240297,https://erc.undp.org/api/documents/297/pdf,2025-11-19T15:45:45.545241,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 297 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2017/undp_eval_20240297_Evaluation_297__Climate___Resi.pdf,UNDP|Government Agency,en,97,2017,Asia,SDG9|SDG14|SDG2,UNDP ERC,Resilience,Evaluation 297: Climate & Resilience Project - Year 2017
Brazil,UNDP-EVAL-20240298,https://erc.undp.org/api/documents/298/pdf,2025-11-19T15:45:45.556942,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 298 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Americas/2016/undp_eval_20240298_Evaluation_298__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,98,2016,Americas,SDG10|SDG15|SDG3,UNDP ERC,Environment,Evaluation 298: Climate & Resilience Project - Year 2016
Colombia,UNDP-EVAL-20240299,https://erc.undp.org/api/documents/299/pdf,2025-11-19T15:45:45.568030,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 299 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Americas/2015/undp_eval_20240299_Evaluation_299__Climate___Resi.pdf,UNDP|Government Agency,en,99,2015,Americas,SDG11|SDG16|SDG4,UNDP ERC,Economic Development,Evaluation 299: Climate & Resilience Project - Year 2015
Kenya,UNDP-EVAL-20240300,https://erc.undp.org/api/documents/300/pdf,2025-11-19T15:45:45.579754,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 300 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2024/undp_eval_20240300_Evaluation_300__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,100,2024,Africa,SDG12|SDG17|SDG5,UNDP ERC,Climate Action,Evaluation 300: Climate & Resilience Project - Year 2024
Tanzania,UNDP-EVAL-20240301,https://erc.undp.org/api/documents/301/pdf,2025-11-19T15:45:45.591657,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 301 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2023/undp_eval_20240301_Evaluation_301__Climate___Resi.pdf,UNDP|Government Agency,en,101,2023,Africa,SDG13|SDG1|SDG6,UNDP ERC,Governance,Evaluation 301: Climate & Resilience Project - Year 2023
Uganda,UNDP-EVAL-20240302,https://erc.undp.org/api/documents/302/pdf,2025-11-19T15:45:45.603317,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 302 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2022/undp_eval_20240302_Evaluation_302__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,102,2022,Africa,SDG14|SDG2|SDG7,UNDP ERC,Gender Equality,Evaluation 302: Climate & Resilience Project - Year 2022
Ethiopia,UNDP-EVAL-20240303,https://erc.undp.org/api/documents/303/pdf,2025-11-19T15:45:45.614278,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 303 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2021/undp_eval_20240303_Evaluation_303__Climate___Resi.pdf,UNDP|Government Agency,en,103,2021,Africa,SDG15|SDG3|SDG8,UNDP ERC,Resilience,Evaluation 303: Climate & Resilience Project - Year 2021
Nigeria,UNDP-EVAL-20240304,https://erc.undp.org/api/documents/304/pdf,2025-11-19T15:45:45.626289,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 304 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2020/undp_eval_20240304_Evaluation_304__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,104,2020,Africa,SDG16|SDG4|SDG9,UNDP ERC,Environment,Evaluation 304: Climate & Resilience Project - Year 2020
Ghana,UNDP-EVAL-20240305,https://erc.undp.org/api/documents/305/pdf,2025-11-19T15:45:45.638121,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 305 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2019/undp_eval_20240305_Evaluation_305__Climate___Resi.pdf,UNDP|Government Agency,en,105,2019,Africa,SDG17|SDG5|SDG10,UNDP ERC,Economic Development,Evaluation 305: Climate & Resilience Project - Year 2019
Senegal,UNDP-EVAL-20240306,https://erc.undp.org/api/documents/306/pdf,2025-11-19T15:45:45.650175,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 306 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2018/undp_eval_20240306_Evaluation_306__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,106,2018,Africa,SDG1|SDG6|SDG11,UNDP ERC,Climate Action,Evaluation 306: Climate & Resilience Project - Year 2018
Bangladesh,UNDP-EVAL-20240307,https://erc.undp.org/api/documents/307/pdf,2025-11-19T15:45:45.661851,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 307 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2017/undp_eval_20240307_Evaluation_307__Climate___Resi.pdf,UNDP|Government Agency,en,107,2017,Asia,SDG2|SDG7|SDG12,UNDP ERC,Governance,Evaluation 307: Climate & Resilience Project - Year 2017
India,UNDP-EVAL-20240308,https://erc.undp.org/api/documents/308/pdf,2025-11-19T15:45:45.673660,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 308 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2016/undp_eval_20240308_Evaluation_308__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,108,2016,Asia,SDG3|SDG8|SDG13,UNDP ERC,Gender Equality,Evaluation 308: Climate & Resilience Project - Year 2016
Vietnam,UNDP-EVAL-20240309,https://erc.undp.org/api/documents/309/pdf,2025-11-19T15:45:45.685640,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 309 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2015/undp_eval_20240309_Evaluation_309__Climate___Resi.pdf,UNDP|Government Agency,en,109,2015,Asia,SDG4|SDG9|SDG14,UNDP ERC,Resilience,Evaluation 309: Climate & Resilience Project - Year 2015
Brazil,UNDP-EVAL-20240310,https://erc.undp.org/api/documents/310/pdf,2025-11-19T15:45:45.697437,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 310 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Americas/2024/undp_eval_20240310_Evaluation_310__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,110,2024,Americas,SDG5|SDG10|SDG15,UNDP ERC,Environment,Evaluation 310: Climate & Resilience Project - Year 2024
Colombia,UNDP-EVAL-20240311,https://erc.undp.org/api/documents/311/pdf,2025-11-19T15:45:45.709265,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 311 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Americas/2023/undp_eval_20240311_Evaluation_311__Climate___Resi.pdf,UNDP|Government Agency,en,111,2023,Americas,SDG6|SDG11|SDG16,UNDP ERC,Economic Development,Evaluation 311: Climate & Resilience Project - Year 2023
Kenya,UNDP-EVAL-20240312,https://erc.undp.org/api/documents/312/pdf,2025-11-19T15:45:45.721076,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 312 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2022/undp_eval_20240312_Evaluation_312__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,112,2022,Africa,SDG7|SDG12|SDG17,UNDP ERC,Climate Action,Evaluation 312: Climate & Resilience Project - Year 2022
Tanzania,UNDP-EVAL-20240313,https://erc.undp.org/api/documents/313/pdf,2025-11-19T15:45:45.732851,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 313 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2021/undp_eval_20240313_Evaluation_313__Climate___Resi.pdf,UNDP|Government Agency,en,113,2021,Africa,SDG8|SDG13|SDG1,UNDP ERC,Governance,Evaluation 313: Climate & Resilience Project - Year 2021
Uganda,UNDP-EVAL-20240314,https://erc.undp.org/api/documents/314/pdf,2025-11-19T15:45:45.744920,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 314 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2020/undp_eval_20240314_Evaluation_314__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,114,2020,Africa,SDG9|SDG14|SDG2,UNDP ERC,Gender Equality,Evaluation 314: Climate & Resilience Project - Year 2020
Ethiopia,UNDP-EVAL-20240315,https://erc.undp.org/api/documents/315/pdf,2025-11-19T15:45:45.756690,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 315 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2019/undp_eval_20240315_Evaluation_315__Climate___Resi.pdf,UNDP|Government Agency,en,115,2019,Africa,SDG10|SDG15|SDG3,UNDP ERC,Resilience,Evaluation 315: Climate & Resilience Project - Year 2019
Nigeria,UNDP-EVAL-20240316,https://erc.undp.org/api/documents/316/pdf,2025-11-19T15:45:45.768503,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 316 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2018/undp_eval_20240316_Evaluation_316__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,116,2018,Africa,SDG11|SDG16|SDG4,UNDP ERC,Environment,Evaluation 316: Climate & Resilience Project - Year 2018
Ghana,UNDP-EVAL-20240317,https://erc.undp.org/api/documents/317/pdf,2025-11-19T15:45:45.780282,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 317 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2017/undp_eval_20240317_Evaluation_317__Climate___Resi.pdf,UNDP|Government Agency,en,117,2017,Africa,SDG12|SDG17|SDG5,UNDP ERC,Economic Development,Evaluation 317: Climate & Resilience Project - Year 2017
Senegal,UNDP-EVAL-20240318,https://erc.undp.org/api/documents/318/pdf,2025-11-19T15:45:45.792262,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 318 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2016/undp_eval_20240318_Evaluation_318__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,118,2016,Africa,SDG13|SDG1|SDG6,UNDP ERC,Climate Action,Evaluation 318: Climate & Resilience Project - Year 2016
Bangladesh,UNDP-EVAL-20240319,https://erc.undp.org/api/documents/319/pdf,2025-11-19T15:45:45.804114,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 319 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2015/undp_eval_20240319_Evaluation_319__Climate___Resi.pdf,UNDP|Government Agency,en,119,2015,Asia,SDG14|SDG2|SDG7,UNDP ERC,Governance,Evaluation 319: Climate & Resilience Project - Year 2015
India,UNDP-EVAL-20240320,https://erc.undp.org/api/documents/320/pdf,2025-11-19T15:45:45.815767,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 320 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2024/undp_eval_20240320_Evaluation_320__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,40,2024,Asia,SDG15|SDG3|SDG8,UNDP ERC,Gender Equality,Evaluation 320: Climate & Resilience Project - Year 2024
