source_id,title,document_type,split,items_count,file_path,file_size_bytes,sha256,download_url,license,notes
usgs/methods-for-estimating-selected-low-flow-statistics-at-gaged,Methods for estimating selected low-flow statistics at gaged and ungaged stream sites in Massachusetts,report,main,1,data/reports/usgs/methods-for-estimating-selected-low-flow-statistics-at-gaged/methods-for-estimating-selected-low-flow-statistics-at-gaged.pdf,7863727,5843d0e5afdc9185ac2894c9d350d6329447a9fe67fc7db06e8e48f43da0f76a,https://pubs.usgs.gov/sir/2025/5082/sir20255082.pdf,USGS Public Domain,"The U.S. Geological Survey, in cooperation with the Massachusetts Department of Conservation and Recreation, Office of Water Resources, computed selected at-site streamflow statistics at U.S. Geologic"
usgs/fiber-optic-distributed-temperature-sensing-of-hydrologic-pr,Fiber-optic distributed temperature sensing of hydrologic processes—Diverse deployments and new applications by the U.S. Geological Survey,report,main,1,data/reports/usgs/fiber-optic-distributed-temperature-sensing-of-hydrologic-pr/fiber-optic-distributed-temperature-sensing-of-hydrologic-pr.pdf,17989840,e4766dc577168a3f4d32563fe3878a0e14bb5515dc925b7940602a28d1375116,https://pubs.usgs.gov/fs/2025/3006/fs20253006.pdf,USGS Public Domain,Fiber-optic distributed temperature sensing instruments harness the temperature-dependent properties of glass to measure temperature continuously along optical fibers by using precise pulses of laser 
usgs/status-of-water-quality-conditions-in-the-united-states-2010,"Status of water-quality conditions in the United States, 2010–20",report,main,1,data/reports/usgs/status-of-water-quality-conditions-in-the-united-states-2010/status-of-water-quality-conditions-in-the-united-states-2010.pdf,52684603,fb688ea6a4bc5b47e71edec15010260135d2463d96093eb80b4493dfd4dfdb25,https://pubs.usgs.gov/pp/1894/c/pp1894C.pdf,USGS Public Domain,Degradation of water quality can make water harmful or unusable for humans and ecosystems. Although many studies have assessed the effect of individual constituents or narrow suites of constituents on
usgs/simulating-present-and-future-groundwater-surface-water-inte,"Simulating present and future groundwater/surface-water interactions and stream temperatures in Beaver Creek, Kenai Peninsula, Alaska",report,main,1,data/reports/usgs/simulating-present-and-future-groundwater-surface-water-inte/simulating-present-and-future-groundwater-surface-water-inte.pdf,35961708,c35cbd73c4b4b35738e0dfdbce3bb01878f2d343015cd319047b58fb9b093d49,https://pubs.usgs.gov/sir/2024/5126/sir20245126.pdf,USGS Public Domain,"In many places, coldwater ecosystems are facing increasing pressure from anthropogenic warming. This study examined stream temperatures and the water balance in the Beaver Creek watershed on the Kenai"
usgs/hydrologic-investigations-and-a-preliminary-conceptual-model,"Hydrologic investigations and a preliminary conceptual model of the groundwater system at North Penn Area 1 Superfund Site, Souderton, Montgomery County, Pennsylvania",report,main,1,data/reports/usgs/hydrologic-investigations-and-a-preliminary-conceptual-model/hydrologic-investigations-and-a-preliminary-conceptual-model.pdf,18921155,3346f3a40d2181ba105a116eeee98f521760822ea9b4ca470413efc8a7eb3506,https://pubs.usgs.gov/of/2024/1080/ofr20241080.pdf,USGS Public Domain,"The U.S. Geological Survey (USGS) conducted hydrogeologic investigations, reviewed existing data, and developed a preliminary conceptual model of the groundwater system as part of technical support of"
usgs/sutra-a-code-for-simulation-of-saturated-unsaturated-variabl,"SUTRA— A code for simulation of saturated-unsaturated, variable-density groundwater flow with solute or energy transport—Documentation of the version 4.0 enhancements—Freeze-thaw capability, saturation and relative-permeability relations, spatially varying properties, and enhanced budget and velocity outputs",report,main,1,data/reports/usgs/sutra-a-code-for-simulation-of-saturated-unsaturated-variabl/sutra-a-code-for-simulation-of-saturated-unsaturated-variabl.pdf,3993943,ba59f8ca397091f134fae6727287266346da5114986eaf6e512ae0836a2e7d9f,https://pubs.usgs.gov/tm/06/a63/tm6a63.pdf,USGS Public Domain,Version 4.0 of the Saturated-Unsaturated Transport (SUTRA) software code provides the capability to simulate the freezing and thawing of groundwater during energy transport simulations under saturated
usgs/contributions-of-erosion-deposition-and-human-activities-to-,"Contributions of erosion, deposition, and human activities to a change in sand storage in the bed of San Francisco Bay, California, 1980s to 2010s",report,main,1,data/reports/usgs/contributions-of-erosion-deposition-and-human-activities-to-/contributions-of-erosion-deposition-and-human-activities-to-.pdf,15796930,6a19c005faecbf68409d88f628445684ec0d63a59409f48bd8f182d04f1a98c3,https://pubs.usgs.gov/of/2025/1022/ofr20251022.pdf,USGS Public Domain,"This study by the U.S. Geological Survey (USGS) provides estimates of the change in sand storage in bed sediments from the 1980s to 2010s in the San Francisco Bay area, California. The study is part o"
usgs/numerical-modeling-of-circulation-and-wave-dynamics-along-th,"Numerical modeling of circulation and wave dynamics along the shoreline of Shinnecock Indian Nation in Long Island, New York",report,main,1,data/reports/usgs/numerical-modeling-of-circulation-and-wave-dynamics-along-th/numerical-modeling-of-circulation-and-wave-dynamics-along-th.pdf,3706462,c609d9a03e2747a38b27c221e2959351e9ebbf10a29bba4632249fcc6e10fc54,https://pubs.usgs.gov/of/2024/1050/ofr20241050.pdf,USGS Public Domain,"The Shinnecock Indian Nation on Long Island, New York, faces challenges of shoreline retreat, saltwater intrusion, and flooding of the Tribal lands under changing climate and rising sea level. However"
usgs/national-shoreline-change-summary-statistics-for-vector-shor,National shoreline change—Summary statistics for vector shorelines from the early 1900s to the 2010s for Puerto Rico,report,main,1,data/reports/usgs/national-shoreline-change-summary-statistics-for-vector-shor/national-shoreline-change-summary-statistics-for-vector-shor.pdf,6375714,1338373bea31c639d7bd910688f3d2d26e1b8b09576e9fa985a9d591b46e66e7,https://pubs.usgs.gov/dr/1191/dr1191.pdf,USGS Public Domain,"The U.S. Geological Survey (USGS) maintains a database of historical shoreline positions for the United States coasts derived from historical sources, such as aerial photographs or topographic surveys"
usgs/database-and-time-series-of-nearshore-waves-along-the-alaska,Database and time series of nearshore waves along the Alaskan coast from the United States-Canada border to the Bering Sea,report,main,1,data/reports/usgs/database-and-time-series-of-nearshore-waves-along-the-alaska/database-and-time-series-of-nearshore-waves-along-the-alaska.pdf,5798521,8833595aeb73d1feb4219cb3a70472dfd3a14941208526640eeba3732a62e397,https://pubs.usgs.gov/of/2023/1094/ofr20231094.pdf,USGS Public Domain,"Alaska’s Arctic coast has some of the highest coastal erosion rates in the world, primarily driven by permafrost thaw and increasing wave energy. In the Arctic, a warming climate is driving sea ice co"
usgs/monitoring-of-wave-current-and-sediment-dynamics-along-the-f,"Monitoring of wave, current, and sediment dynamics along the Fog Point Living Shoreline, Glenn Martin National Wildlife Refuge, Maryland",report,main,1,data/reports/usgs/monitoring-of-wave-current-and-sediment-dynamics-along-the-f/monitoring-of-wave-current-and-sediment-dynamics-along-the-f.pdf,5262670,3f7b49bdac3a163de22ea2a3571e219c3699b05c442901c42ad9c6c4683d105b,https://pubs.usgs.gov/of/2024/1004/ofr20241004.pdf,USGS Public Domain,"Living shorelines with salt marsh species, rock breakwaters, and sand nourishment were built along the coastal areas in the Glenn Martin National Wildlife Refuge, Maryland, in 2016 in response to Hurr"
usgs/long-term-resource-monitoring-procedures-aquatic-vegetation-,Long Term Resource Monitoring procedures—Aquatic vegetation monitoring,report,main,1,data/reports/usgs/long-term-resource-monitoring-procedures-aquatic-vegetation-/long-term-resource-monitoring-procedures-aquatic-vegetation-.pdf,4203956,b629cfb1e859649a7dd5ce9b6d2539d2ed8cb8397ef64c9a543b8eaa1404195f,https://pubs.usgs.gov/tm/02/a22/tm2A22.pdf,USGS Public Domain,"This standard operating procedure (SOP) manual describes the collection of standardized, long-term data for aquatic vegetation communities in selected study pools of the Upper Mississippi River System"
usgs/effects-of-beaver-dams-and-ponds-on-water-quality-in-urban-s,"Effects of beaver dams and ponds on water quality in urban streams of the Tualatin River Basin, northwestern Oregon",report,main,1,data/reports/usgs/effects-of-beaver-dams-and-ponds-on-water-quality-in-urban-s/effects-of-beaver-dams-and-ponds-on-water-quality-in-urban-s.pdf,6657227,3de6fd1d4cebbdb4d12b1d24162eefb0327972e0f9c8e2719d43a49515fa82c2,https://pubs.usgs.gov/sir/2025/5039/d/sir20255039d.pdf,USGS Public Domain,"Significant FindingsAmerican beavers (Castor canadensis) are native to the Pacific Northwest, and their populations have increased in many locations after being nearly removed by historical trapping. "
usgs/fluvial-sediment-dynamics-in-the-shoshone-river-and-tributar,"Fluvial sediment dynamics in the Shoshone River and tributaries around Willwood Dam, Park County, Wyoming",report,main,1,data/reports/usgs/fluvial-sediment-dynamics-in-the-shoshone-river-and-tributar/fluvial-sediment-dynamics-in-the-shoshone-river-and-tributar.pdf,9891966,627364ee8acd3b58c8b2422e32861b34448c8b4bd12d46514570e9504d4ed20b,https://pubs.usgs.gov/sir/2025/5077/sir20255077.pdf,USGS Public Domain,Sedimentation affects many of the aging reservoirs in the United States. Dams and water diversions from rivers have been central elements of infrastructure supporting agricultural irrigation in the ar
usgs/decision-support-modeling-and-research-priorities-for-establ,"Decision-support modeling and research priorities for establishing baseline conditions for outstandingly remarkable values, Obed Wild and Scenic River, Tennessee",report,main,1,data/reports/usgs/decision-support-modeling-and-research-priorities-for-establ/decision-support-modeling-and-research-priorities-for-establ.pdf,1425518,b3eed606fb15605fd727072fd83ddbd5158aa51c3ca0798235853e19c76634b0,https://pubs.usgs.gov/of/2025/1035/ofr20251035.pdf,USGS Public Domain,The Obed River is the last undammed river in Tennessee. The Obed Wild and Scenic River is managed by the National Park Service and covers a protected area of the Obed River headwaters (including four 
usgs/the-3d-national-topography-model-call-for-action-part-2-the-,The 3D National Topography Model Call for Action—Part 2: The Next Generation 3D Elevation Program,report,main,1,data/reports/usgs/the-3d-national-topography-model-call-for-action-part-2-the-/the-3d-national-topography-model-call-for-action-part-2-the-.pdf,1752836,1c7d6f82cbf0cba894306c2323cee65908c6dcf8ba4cde5f17fe0f32db3be780,https://pubs.usgs.gov/circ/1553/cir1553.pdf,USGS Public Domain,The three-dimensional (3D) National Topography Model initiative to integrate elevation and hydrography data includes the next generation of hydrography data from the 3D Hydrography Program and the nex
data_gov/u-s-hourly-precipitation-data2,U.S. Hourly Precipitation Data,dataset,resource,1,data/datasets/data_gov/u-s-hourly-precipitation-data2/data.pdf,21813,ae0f690f4bda9bf1f194cd408d4ed466c0b1ef7312850ead0a1bad1bd562cb36,https://www.ncei.noaa.gov/pub/data/cdo/documentation/PRECIP_HLY_documentation.pdf,,"Hourly Precipitation Data (HPD) is digital data set DSI-3240, archived at the National Climatic Data Center (NCDC). The primary source of data for thi"
data_gov/u-s-billion-dollar-weather-and-climate-disasters-1980-present-ncei-accession-02092681,"U.S. Billion-dollar Weather and Climate Disasters, 1980 - present (NCEI Accession 0209268)",dataset,resource,1,data/datasets/data_gov/u-s-billion-dollar-weather-and-climate-disasters-1980-present-ncei-accession-02092681/data.pdf,720771,e3903b762b22cdb227586b7806f0b920b0468ee379d3adfb1bb4f33c2c97f465,https://www.ncdc.noaa.gov/monitoring-content/billions/docs/smith-and-katz-2013.pdf,,The NOAA National Centers for Environmental Information ceased providing support for this product in May 2025 in response to an initiative to implemen
data_gov/global-historical-climatology-network-daily-ghcn-daily-version-32,"Global Historical Climatology Network - Daily (GHCN-Daily), Version 3",dataset,resource,1,data/datasets/data_gov/global-historical-climatology-network-daily-ghcn-daily-version-32/data.pdf,104748,d67e69ce657d175dd301c2b9cdb162ff5be95327c9247f82235b1228577d717b,https://www.ncei.noaa.gov/pub/data/cdo/documentation/GHCND_documentation.pdf,,The Global Historical Climatology Network - Daily (GHCN-Daily/GHCNd) dataset integrates daily climate observations from approximately 30 different dat
data_gov/u-s-daily-climate-normals-1981-20101,U.S. Daily Climate Normals (1981-2010),dataset,resource,1,data/datasets/data_gov/u-s-daily-climate-normals-1981-20101/data.pdf,96285,b1082740fa757d45309e5ed134c7a7783fe2bc38e3b98b5aec58896970658a0e,https://www.ncei.noaa.gov/pub/data/cdo/documentation/NORMAL_DLY_documentation.pdf,,The U.S. Daily Climate Normals for 1981 to 2010 are 30-year averages of meteorological parameters for thousands of U.S. stations located across the 50
data_gov/integrated-surface-dataset-global-version-superseded,Integrated Surface Dataset (Global) (Version Superseded),dataset,resource,1,data/datasets/data_gov/integrated-surface-dataset-global-version-superseded/data.pdf,887431,68c501705fb057f4619a143575a158ab9c5601f16dd9733108142c211e5032f3,https://www.ncei.noaa.gov/data/global-hourly/doc/isd-format-document.pdf,,*This version has been superseded by a newer version. It is highly recommended for users to access the current version. Users should only access this 
data_gov/u-s-annual-seasonal-climate-normals-1981-20103,U.S. Annual/Seasonal Climate Normals (1981-2010),dataset,resource,1,data/datasets/data_gov/u-s-annual-seasonal-climate-normals-1981-20103/data.pdf,243391,1306f35c5d168a2a246087a66eb2bafe207210c17514b1dc6aeaebdaf590bb49,https://www.ncei.noaa.gov/pub/data/cdo/documentation/NORMAL_ANN_documentation.pdf,,The U.S. Annual Climate Normals for 1981 to 2010 are 30-year averages of meteorological parameters that provide users with many tools to understand ty
data_gov/clean-air-status-and-trends-network-castnet-download-data-module,Clean Air Status and Trends Network (CASTNET) Download Data Module,dataset,resource,1,data/datasets/data_gov/clean-air-status-and-trends-network-castnet-download-data-module/data.csv,52576,7beef13fd6cd3031564e8b9e3945d3bd6ab51481d672159250ee637823b9c20d,https://www.epa.gov/castnet/download-data,other-license-specified,"The CASTNET Download Data module allows users to select, view, and download CASTNET data (Raw, Aggregate, Modeled & Factual Data) based on user select"
data_gov/global-surface-summary-of-the-day-gsod1,Global Surface Summary of the Day - GSOD,dataset,resource,1,data/datasets/data_gov/global-surface-summary-of-the-day-gsod1/data.csv,90829,46fc75b8735a56db5dd0147d198af2c5bdfe8d7de9fa4f946ef981d7ece09e98,https://www.ncei.noaa.gov/data/global-summary-of-the-day/doc/sample.csv,,Global Surface Summary of the Day is derived from The Integrated Surface Hourly (ISH) dataset. The ISH dataset includes global data obtained from the 
data_gov/usgs-water-use-data-for-the-nation-national-water-information-system-nwis,USGS Water Use Data for the Nation - National Water Information System (NWIS),dataset,resource,1,data/datasets/data_gov/usgs-water-use-data-for-the-nation-national-water-information-system-nwis/data.xml,50750,93a50c8f28c6e6e66ddad61eb359962016bd03af5b930253a47fa7ce94278b05,https://waterdata.usgs.gov/nwis/water_use/,License not specified,"The U.S. Geological Survey's National Water-Use Information Program is 
responsible for compiling and disseminating the nation's water-use data. 
The "
data_gov/commercial-and-residential-hourly-load-profiles-for-all-tmy3-locations-in-the-united-state-bbc75,Commercial and Residential Hourly Load Profiles for all TMY3 Locations in the United States,dataset,resource,1,data/datasets/data_gov/commercial-and-residential-hourly-load-profiles-for-all-tmy3-locations-in-the-united-state-bbc75/data.pdf,204463,f935d208dee27ede807b99baccc1a30d50151029d1047a663416044ca6f2c908,https://data.openei.org/files/153/buildingcharacteristicsforresidentialhourlyloaddata.pdf,Creative Commons Attribution,"Note: This dataset has been superseded by the dataset found at ""End-Use Load Profiles for the U.S. Building Stock"" (submission 4520; linked in the sub"
data_gov/u-s-15-minute-precipitation-data3,U.S. 15 Minute Precipitation Data,dataset,resource,1,data/datasets/data_gov/u-s-15-minute-precipitation-data3/data.pdf,21395,a217b82f7b968ffa895748fceffdb23f915f9045ed46f040e463c08b01000052,https://www.ncei.noaa.gov/pub/data/cdo/documentation/PRECIP_15_documentation.pdf,,"U.S. 15 Minute Precipitation Data is digital data set DSI-3260, archived at the National Climatic Data Center (NCDC). This is precipitation data. The "
data_gov/protected-areas-database-of-the-united-states-pad-us,Protected Areas Database of the United States (PAD-US),dataset,resource,1,data/datasets/data_gov/protected-areas-database-of-the-united-states-pad-us/data.xml,26158,e40cf4fb32c9ab87d49a80d29b2750a6924486523b3156b478e7af9339a6a1bb,https://data.usgs.gov/datacatalog/metadata/USGS.8cef209b-b188-4b1a-8b53-eead67d02da5.xml,License not specified,This is series-level metadata for the USGS Protected Areas Database of the United States (PAD-US) data released by the United States Geological Survey
data_gov/useeio-models-with-import-emission-factors-for-greenhouse-gases-for-2017-2022-from-exiobas,USEEIO Models with Import Emission Factors for Greenhouse Gases for 2017-2022 from EXIOBASE coupled model,dataset,resource,1,data/datasets/data_gov/useeio-models-with-import-emission-factors-for-greenhouse-gases-for-2017-2022-from-exiobas/data.csv,172748,1adad0a9456ddf2b257980a222c6d1149879035328c5d1c2c2d88e538b893d46,https://dmap-data-commons-ord.s3.amazonaws.com/useeior/US_detail_import_factors_exio_2017_17sch.csv,other-license-specified,"These data are fully described in the associated EPA report. 
The Import Shares (ISs) are provided in a single Excel file covering all years. 
The Imp"
data_gov/sfcn-coral-reef-monitoring-data-package-version-2-1999-2024-cdr-disease-species-list-and-v,"SFCN Coral Reef Monitoring Data Package Version 2 (1999-2024): CDR, Disease, Species List, and Video Datasets",dataset,resource,1,data/datasets/data_gov/sfcn-coral-reef-monitoring-data-package-version-2-1999-2024-cdr-disease-species-list-and-v/data.csv,504081347,3a4770ef01288426de289b7bba2608dd44a7b7e5d39c7e0577e41241ba996c10,https://irma.nps.gov/DataStore/DownloadFile/721760?Reference=2310411,us-pd,Coral reefs are among the most biologically rich and productive ecosystems on earth. This protocol guides the monitoring within the parks that compris
data_gov/national-greenhouse-gas-emission-inventory,National Greenhouse Gas Emission Inventory,dataset,resource,1,data/datasets/data_gov/national-greenhouse-gas-emission-inventory/data.csv,63954,4bc8956905aa95d0e457e14514899dff1d15433099e30c8f21c332e338e9051f,https://www.epa.gov/ghgemissions/us-greenhouse-gas-inventory-report-1990-2014,other-license-specified,The National Greenhouse Gas Emission Inventory contains information on direct emissions of greenhouse gases as well as indirect or potential emissions
data_gov/u-s-monthly-climate-normals-1981-20101,U.S. Monthly Climate Normals (1981-2010),dataset,resource,1,data/datasets/data_gov/u-s-monthly-climate-normals-1981-20101/data.pdf,108411,afb11e6a004c8dadce24b40a3fee28cabbe00575140314ee36c4e59aa9c52229,https://www.ncei.noaa.gov/pub/data/cdo/documentation/NORMAL_MLY_documentation.pdf,,The U.S. Monthly Climate Normals for 1981 to 2010 are 30-year averages of meteorological parameters for thousands of U.S. stations located across the 
data_gov/building-energy-benchmarking-data-2015-present,"Building Energy Benchmarking Data, 2015-Present",dataset,resource,1,data/datasets/data_gov/building-energy-benchmarking-data-2015-present/data.csv,12075616,160481c6f78b41e67abb73c7fdfee84c5fc25eaed8ed8072a874b41c7fd20764,https://cos-data.seattle.gov/api/views/teqw-tu6e/rows.csv?accessType=DOWNLOAD,License not specified,"Seattle’s Building Energy Benchmarking Program (SMC 22.920) requires owners of non-residential and multifamily buildings (Greater than 20,000 square f"
data_gov/sea-level-trends-sea-level-variations-of-the-united-states-derived-from-national-water-level-ob1,Sea Level Trends: Sea Level Variations of the United States Derived from National Water Level Observation Network Stations,dataset,resource,1,data/datasets/data_gov/sea-level-trends-sea-level-variations-of-the-united-states-derived-from-national-water-level-ob1/data.pdf,59760,a03bffb07d7451f829b1f99fc9f7f2e168f0882b2d04a48b2a891c64a1933fb5,https://www.fisheries.noaa.gov/inportserve/waf/noaa/nos/co-ops/dmp/pdf/37628.pdf,,Water level records are a combination of the fluctuations of the ocean and the vertical land motion at the location of the station. Monthly mean sea l
data_gov/u-s-local-climatological-data-lcd2,U.S. Local Climatological Data (LCD),dataset,resource,1,data/datasets/data_gov/u-s-local-climatological-data-lcd2/data.pdf,2119470,f075b1a8876d8325df9878d745bbde07201a11dbb579c3a68885afd6d966f4ef,https://www.ncei.noaa.gov/pub/data/cdo/samples/LCD_sample_pdf.pdf,,"Local Climatological Data (LCD) are summaries of climatological conditions from airport and other prominent weather stations managed by NWS, FAA, and "
data_gov/report-on-u-s-methane-emissions-1990-2020-inventories-projections-and-opportunities-for-re,"Report on U.S. Methane Emissions 1990-2020: Inventories, Projections, and Opportunities for Reductions: 2001 Updated emission and cost estimates",dataset,resource,1,data/datasets/data_gov/report-on-u-s-methane-emissions-1990-2020-inventories-projections-and-opportunities-for-re/data.csv,89187,e4c3749c8f9c9b18aa17fb7458d98b4d9eeca740ef76b66a38a7cc409e473f1e,https://nepis.epa.gov/Exe/ZyNET.exe/600009LH.TXT?ZyActionD=ZyDocument&Client=EPA&Index=1995+Thru+1999&Docs=&Query=&Time=&EndTime=&SearchMethod=1&TocRestrict=n&Toc=&TocEntry=&QField=&QFieldYear=&QFieldMonth=&QFieldDay=&IntQFieldOp=0&ExtQFieldOp=0&XmlQuery=&File=D%3A%5Czyfiles%5CIndex%20Data%5C95thru99%5CTxt%5C00000019%5C600009LH.txt&User=ANONYMOUS&Password=anonymous&SortMethod=h%7C-&MaximumDocuments=1&FuzzyDegree=0&ImageQuality=r75g8/r75g8/x150y150g16/i425&Display=hpfr&DefSeekPage=x&SearchBack=ZyActionL&Back=ZyActionS&BackDesc=Results%20page&MaximumPages=1&ZyEntry=1&SeekPage=x&ZyPURL,other-license-specified,"This dataset contains relative and absolute forecasts of emissions through 2020 for landfills, natural gas and oil systems, coal mines, manure managem"
data_gov/new-york-city-climate-projections-temperature-and-precipitation,New York City Climate Projections: Temperature and Precipitation,dataset,resource,1,data/datasets/data_gov/new-york-city-climate-projections-temperature-and-precipitation/data.csv,9289,62657dc5db3f50271273cc8989317465c371c7aa820a7d1b8f777292f1c0b933,https://data.cityofnewyork.us/api/views/hmdk-eidg/rows.csv?accessType=DOWNLOAD,License not specified,"Temperature and precipitation projections for NYC reported by the New York City Panel on Climate Change (NPCC).

The New York City Panel on Climate Ch"
data_gov/dynamically-downscaled-hourly-future-weather-data-with-12-km-resolution-covering-most-of-n,Dynamically Downscaled Hourly Future Weather Data with 12-km Resolution Covering Most of North America,dataset,resource,1,data/datasets/data_gov/dynamically-downscaled-hourly-future-weather-data-with-12-km-resolution-covering-most-of-n/data.pdf,256821,60b8f87ecb895a6bfeee7d1a2478f12ad7bfaf943f4123eb6617a6d4eb01683a,https://data.openei.org/files/5974/WRF%20Description.pdf,Creative Commons Attribution,This is an hourly future weather dataset for energy modeling applications. The dataset is primarily based on the output of a regional climate model (R
data_gov/global-summary-of-the-month-gsom-version-12,"Global Summary of the Month (GSOM), Version 1",dataset,resource,1,data/datasets/data_gov/global-summary-of-the-month-gsom-version-12/data.pdf,156830,35facf144e7be52a71a557cccfe7660dd60d7b3fded91cfa2f28e854898c860c,https://www.ncei.noaa.gov/data/gsom/doc/GSOM_documentation.pdf,,"This Global Summaries dataset, known as GSOM for Monthly, contains a monthly resolution of meteorological elements from 1763 to present with updates a"
data_gov/shipping-fairways-lanes-and-zones-for-us-waters1,"Shipping Fairways, Lanes, and Zones for US waters",dataset,resource,1,data/datasets/data_gov/shipping-fairways-lanes-and-zones-for-us-waters1/data.pdf,59297,5215e57256ac37120971d99415513c0cc17117bb7be602c0cc42ed3ad3635f31,https://www.fisheries.noaa.gov/inportserve/waf/noaa/nos/ocs/dmp/pdf/39986.pdf,,"Various shipping zones delineate activities and regulations for marine vessel traffic. Traffic lanes define specific traffic flow, while traffic separ"
data_gov/u-s-climate-normals-2020-u-s-monthly-climate-normals-1991-20201,U.S. Climate Normals 2020: U.S. Monthly Climate Normals (1991-2020),dataset,resource,1,data/datasets/data_gov/u-s-climate-normals-2020-u-s-monthly-climate-normals-1991-20201/data.pdf,131167,bbf3c7f9ef6cd73a63becf074b2a13d951fcd580cba2cc18ae11c43b798da3bc,https://www.ncei.noaa.gov/data/normals-daily/1991-2020/doc/Normals_DLY_Documentation_1991-2020.pdf,,The Monthly Climate Normals for 1991 to 2020 are 30-year averages of meteorological parameters that provide users the information needed to understand
data_gov/long-term-monotonic-trends-in-annual-and-monthly-streamflow-metrics-at-streamgages-in-the-,"Long-term monotonic trends in annual and monthly streamflow metrics at streamgages in the United States (ver. 2.0, October 2024)",dataset,resource,1,data/datasets/data_gov/long-term-monotonic-trends-in-annual-and-monthly-streamflow-metrics-at-streamgages-in-the-/data.xml,127054,b50f4b203669dd2ea465966b26664e354af80bdbe8b20c9e479f75b874be4cd2,https://data.usgs.gov/datacatalog/metadata/USGS.6515cecbd34e469cabfcdce6.xml,License not specified,The U.S. Geological Survey (USGS) Water Resources Mission Area (WMA) is working to address a need to understand where the Nation is experiencing water
data_gov/continuous-monitoring-and-synoptic-mapping-of-nearshore-water-quality-currents-and-bathyme-4885a,"Continuous Monitoring and Synoptic Mapping of Nearshore Water Quality, Currents, and Bathymetry in Lake Michigan at 63rd Street Beach at Hyde Park, Illinois",dataset,resource,1,data/datasets/data_gov/continuous-monitoring-and-synoptic-mapping-of-nearshore-water-quality-currents-and-bathyme-4885a/data.xml,9968,5da5e4f5946d19e2b913e9c6f35c087b97c0802bea301ebd56108bbbc577d57e,https://data.usgs.gov/datacatalog/metadata/USGS.58b99c5be4b0c1723b8a035d.xml,License not specified,These data were collected as part of the Great Lakes Restoration Initiative (GLRI) project template 678-1 entitled “Evaluate immediate and long-term B
data_gov/cosmos-coastal-storm-modeling-system-southern-california-v3-0-phase-2-flood-hazard-depth-a-f3582,CoSMoS (Coastal Storm Modeling System) Southern California v3.0 Phase 2 flood-hazard depth and duration projections: 1-year storm in Ventura County,dataset,resource,1,data/datasets/data_gov/cosmos-coastal-storm-modeling-system-southern-california-v3-0-phase-2-flood-hazard-depth-a-f3582/data.xml,20330,e66b00f455b43b63a1425ded88635654e005463c25000fc7ee7f44a849a5d8cc,https://data.usgs.gov/datacatalog/metadata/USGS.58e6788fe4b09da6799ac814.xml,License not specified,Maximum depth of flooding surface (in cm) in the region landward of the present day shoreline that is inundated for the storm condition and sea-level 
data_gov/disocean-distance-to-the-ocean-edwin-b-forsythe-nwr-nj-2012,"DisOcean: Distance to the ocean: Edwin B. Forsythe NWR, NJ, 2012",dataset,resource,1,data/datasets/data_gov/disocean-distance-to-the-ocean-edwin-b-forsythe-nwr-nj-2012/data.xml,23067,b835413456efa37a0c7737e44f9db8e80eae430ae107bd37e4c0b619ee249806,https://data.usgs.gov/datacatalog/metadata/USGS.5d0bc907e4b0941bde4fc5e0.xml,License not specified,Understanding how sea-level rise will affect coastal landforms and the species and habitats they support is critical for crafting approaches that bala
data_gov/points-transects-beach-width-barrier-island-geomorphology-and-shorebird-habitat-metrics-at-7bad0,"points, transects, beach width: Barrier island geomorphology and shorebird habitat metrics at 50-m alongshore transects and 5-m cross-shore points: Rockaway Peninsula, NY, 2012",dataset,resource,1,data/datasets/data_gov/points-transects-beach-width-barrier-island-geomorphology-and-shorebird-habitat-metrics-at-7bad0/data.xml,107137,3534fd369d8e1e7bf9996c8e2a7f76e0eb0629008ec765c87447a9610d74e001,https://data.usgs.gov/datacatalog/metadata/USGS.5d0bc96ae4b0941bde4fc657.xml,License not specified,Understanding how sea-level rise will affect coastal landforms and the species and habitats they support is critical for crafting approaches that bala
data_gov/landfire-remap-annual-disturbance-hi-2016,LANDFIRE Remap Annual Disturbance HI 2016,dataset,resource,1,data/datasets/data_gov/landfire-remap-annual-disturbance-hi-2016/data.xml,25724,9e4311746362e5954552f7b42fdc3f01706b26a3d7e23693c82d7fd69969fae4,https://data.usgs.gov/datacatalog/metadata/USGS.24c4b125-4162-41ae-b966-6c78dfa4fb17.xml,License not specified,LANDFIRE's (LF) Annual Disturbance (Dist) product provides temporal and spatial information related to landscape change. Dist depicts areas that have 
data_gov/california-state-waters-map-series-salt-point-to-drakes-bay-web-services,California State Waters Map Series--Salt Point to Drakes Bay Web Services,dataset,resource,1,data/datasets/data_gov/california-state-waters-map-series-salt-point-to-drakes-bay-web-services/data.xml,24398,99498b7e08eb4ed29d13d3759f938e6c61abf4b65f2e1342b3d1dc34a9bbefe1,https://data.usgs.gov/datacatalog/metadata/USGS.31e044b5-4fd9-4def-b7e1-96d5c3f21e63.xml,License not specified,"In 2007, the California Ocean Protection Council initiated the California Seafloor Mapping Program (CSMP), designed to create a comprehensive seafloor"
